date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:30:11	268/268	---MC-	200	added ('OK')	text/plain	date:Mon,%2009%20Dec%202024%2021:30:09%20GMT	https://ipohsecrets.com/robots.txt		(from )
05:30:12	82768/82768	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Dec%202024%2021:30:09%20GMT	https://ipohsecrets.com/kellies-castle/	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/kellies-castle/index.html	(from )
05:30:13	7223/7223	---M--	200	added ('OK')	text/css	etag:%221c37-5efc28646b2dc%22	https://ipohsecrets.com/wp-content/themes/sydney/css/bootstrap/bootstrap.min.css?ver=1	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/wp-content/themes/sydney/css/bootstrap/bootstrap.min68b3.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:13	104484/104484	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Jul%202023%2011:13:55%20GMT	https://c0.wp.com/c/6.3.5/wp-includes/css/dist/block-library/style.min.css	C:/My%20Web%20Sites/Ipoh%20Secret/c0.wp.com/c/6.3.5/wp-includes/css/dist/block-library/style.min.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:13	11256/11256	---MCZ	200	added ('OK')	text/css	date:Tue,%2029%20Sep%202020%2015:53:06%20GMT	https://c0.wp.com/c/6.3.5/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	C:/My%20Web%20Sites/Ipoh%20Secret/c0.wp.com/c/6.3.5/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:14	4186/4186	---MCZ	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2020:45:02%20GMT	https://c0.wp.com/c/6.3.5/wp-includes/js/mediaelement/wp-mediaelement.min.css	C:/My%20Web%20Sites/Ipoh%20Secret/c0.wp.com/c/6.3.5/wp-includes/js/mediaelement/wp-mediaelement.min.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:14	2894/2894	---M--	200	added ('OK')	text/css	etag:%22b4e-61591c34800a4%22	https://ipohsecrets.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.9.3	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/wp-content/plugins/contact-form-7/includes/css/styles7404.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:15	10433/10433	---M--	200	added ('OK')	text/css	etag:%2228c1-6038e7c4fb9ea%22	https://ipohsecrets.com/wp-content/plugins/wp-tripadvisor-review-slider/public/css/wptripadvisor_all.css?ver=11.4	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/wp-content/plugins/wp-tripadvisor-review-slider/public/css/wptripadvisor_allc0b7.css	(from https://ipohsecrets.com/kellies-castle/)
05:30:16	875/875	---MC-	200	added ('OK')	application/rss+xml	etag:%22641854a0733a74d71d32e74b52fe8987%22	https://ipohsecrets.com/kellies-castle/feed/	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/kellies-castle/feed/index.html	(from https://ipohsecrets.com/kellies-castle/)
05:30:17	1534037/1534037	---M--	200	added ('OK')	image/jpeg	etag:%22176855-618819606373b%22	https://ipohsecrets.com/wp-content/uploads/2024/05/a7863f54-9b3d-4d47-bdcb-a3886b1bff18.jpg	C:/My%20Web%20Sites/Ipoh%20Secret/ipohsecrets.com/wp-content/uploads/2024/05/a7863f54-9b3d-4d47-bdcb-a3886b1bff18.jpg	(from https://ipohsecrets.com/kellies-castle/)
